"text","spam"
"Subject: still paying too much for life insurance ? . . . u  save up to  75 % on your term life  insurance !  compare rates from top insurance companies around  the country  in our life and times , it ' s important to plan for  your family ' s future , while  being comfortable financially . choose the right  life insurance policy today .  click the link below to compare the lowest rates  and save up to 75 %  compare your coverage  you ' ll be able to compare rates and get a free  application in less than a minute !  * get your free instant quotes . . .  * compare the lowest prices , then . . .  * select a company and apply online .  get a free quote now !  you can ' t predict the future , but you can always  prepare for it .  to be  excluded from future contacts  kanz  http : / / xent . com / mailman / listinfo / fork",1
"Subject: cheap oem soft shipping worldwide  don ' t be a fuddy - duddy . . . use the software everyone ' s using . . .  deus ex machina [ a god from the machine ]  to freely bloom - that is my definition of success .",1
"Subject: stock 2 watch  pop 3 media corp ( popt )  a company which has positioned itself in the gap between the major  media conglomerates and the universe of independent music , film , publishing  and technology companies .  current price : 0 . 022  will it continue higher ? watch this one wednesday as we know many of you  like momentum .  breaking news ! !  pop 3 media corp . ( popt ) and roxxy corporation announced that the  companies have entered into a letter of intent whereby roxxy corporation will  acquire a 66 % interest in pop 3 ' s wholly owned subsidiary , viastar  distribution group , inc . "" vdg , "" forming a revolutionary new music company ,  controversial entertainment corporation . the transaction , consisting of  stock and cash , when completed , will provide pop 3 ' s shareholders with a  33 % stake in the new company .  roxxy ' s management will operate the company from headquarters in los  angeles and will change its corporate name to controversial entertainment  corporation in the coming weeks . the companies intend to complete and  execute the definitive agreement by july 8 th , 2005 , and seek shareholder  approval immediately thereafter .  pop 3 ' s ceo , john d . aquilino , stated , "" this alliance will allow pop 3 to  achieve its strategic vision of creating a new paradigm in the music  industry . one that is focused on supporting the artist and the music they  create while embracing emerging technologies and giving consumers  access to a variety of artists through a variety of media . ""  roxxy ' s management team combines highly experienced industry executives  drawn from the major labels and also includes a staff of in - house  producers who are among the most influential talents in the music industry  today .  "" it is roxxy ' s vision to seize the opportunities afforded by the major  labels ' lack of commitment to their artists and customers ; labels that  cast aside established artists who can no longer generate multi - million  selling recordings , but who consistently release albums which sell  hundreds of thousands of records to a large and loyal fan base ; artists  that can easily generate revenues between $ 1 and $ 5 million per title , ""  stated john shebanow , roxxy ' s ceo .  "" additionally , the acquisition of vdg will provide us with the ability  to distribute our own product directly to retail to over 22 , 000 retail  location in north america , effectively doubling the company ' s net  profit margins and allowing the increased revenue to pass on to our  artists . ""  mr . shebanow concluded , "" while there are smaller labels that do provide  a home for these acts , they lack either the will or financial resources  to commit to the kind of budgets which producers of the caliber we have  on staff require . and no company has the unique combination of great  producers , in - house distribution and dedication to the artist and the  customer that controversial entertainment will possess . ""  about pop 3 media corp :  pop 3 media corp . is engaged in development , production and distribution  of entertainment - related media for film , television , music and  publishing interests . the company ' s portfolio currently includes ownership of  viastar distribution group , a . v . o . studios , moving pictures  international , viastar records , quadra records , light of the spirit records , and  viastar classical , viastar artist management group and masterdisk  corporation .  conclusion :  the examples above show the awesome , earning potential of little known  companies that explode onto investor ' s radar screens ; many of you are  already familiar with this . is popt poised and positioned to do that for  you ? then you may feel the time has come to act . . . and please watch  this one trade wednesday ! go popt .  penny stocks are considered highly speculative and may be unsuitable  for all but very aggressive investors . this profile is not in any way  affiliated with the featured company . we were compensated 3000 dollars  to distribute this report . this report is for entertainment and  advertising purposes only and should not be used as investment advice .  if you wish to stop future mai - lin * gs , or if you feel you have been  wrongfully placed in our membership , send a blank e mail with no thanks in  the sub ject to no _ morenewsletters 2 @ yahoo . com",1
"Subject: the reason to sh . op in our zone ? for sav . vings .  running short of tablet . supplies ? uncover hovv others s . ave on medicaments .  nomatter it is for soreness , severetension , sleepingdisorder , menscare ,  womenshealth or overvveight , the cyberzone has effective curatives for it .  the generic equivalents might be a better option for sho . ppers who vvant to  s . ave on medicaments . there is a great assortment of generics at our  medzone .  unveil fantastic . deals in our medzone .  in the orderstatus , there is the latest info . on the carriages and orders .  http : / / t . 2 k . valuecreatorforall . com / d 2 /  vov ! lead you to simple sav . vings .  n light enough , - conv really so , i should do just the same in her place .  if i loved a man ,  and tried to be cool and unconcerned . her distress returned ,  eyed her up stairs to her own room with all  speed ; and imm as she loves the admiral , i would always be with him ,  nothing should ever  ediately dispatc 1 hed ham peggott 7 y , her nephew , who had been for s",1
"Subject: call for papers : the international joint conferences on computer ,  information and systems sciences and engineering cisse 05  if you received this email in error , please forward it to the appropriate department at your institution  please do not reply to this message , your reply will not be received . if you need to contact us , please email us at info @ cisse 2005 . org  * international joint conferences on computer , information , *  * and systems sciences , and engineering ( cisse 05 ) *  * *  * *  * http : / / www . cisse 2005 . org *  * *  * *  * *  december 10 - 20 , 2005  sponsored by :  institute of electrical & electronics engineers ( ieee )  university of bridgeport  conference overview  cisse 05 provides a virtual forum for presentation and discussion of the  state - of the - art research on computers , information and systems sciences and  engineering . the virtual conference will be conducted through the internet  using web - conferencing tools , made available by the conference .  authors will be presenting their powerpoint , audio or video presentations  using web - conferencing tools without the need for travel . conference  sessions will be broadcast to all the conference participants , where session  participants can interact with the presenter during the presentation and  ( or ) during the q & a slot that follows the presentation .  this international conference will be held entirely on - line . the accepted and  presented papers will be made available after the conference both on a cd and  as a book publication .  conference participants - authors , presenters and attendees - only need an  internet connection and sound available on their computers in order to be  able to contribute and participate in this international ground - breaking  conference .  the on - line structure of this high - quality event will allow academic  professionals and industry participants to contribute work and attend  world - class technical presentations based on rigorously refereed  submissions , live , without the need for investing significant travel funds  or time out of the office .  potential non - author conference attendees who cannot make the on - line  conference dates are encouraged to register , as the entire joint conferences  will be archived for future viewing .  please feel free to download the call for papers at :  http : / / www . cisse 2005 . org / cfpcisseo 5 . doc ( microsoft word format ) or  http : / / www . cisse 2005 . org / cfpcisseo 5 . pdf ( adobe pdf format )  cisse 05 is composed of the following four conferences :  * international conference on industrial electronics , technology  & automation ( ieta 05 )  topics : advanced and distributed control systems , intelligent control  systems ( nn , fl , ga , . etc ) , expert systems , man machine interaction , data  fusion , factory automation , robotics , motion control , machine vision , mems  sensors and actuators , sensors fusion , power electronics , high frequency  converters , motors and drives , power converters , power devices and  components , electric vehicles and intelligent transportation , process  automation , factory communication , manufacturing information system advances  in manufacturing systems , industrial applications of multi media ,  intelligent systems instrumentation , industrial instrumentation , modeling  and simulation , signal processing , image and data processing , vr and  parallel systems .  conference page : http : / / www . cisse 2005 . org / ieta . aspx  * international conference on telecommunications and networking ( teneo 5 )  topics : optical networks and switching , computer networks , network  architectures and equipment , access technologies , telecommunication  technology , coding and modulation technique , modeling and simulation , spread  spectrum and cdma systems , ofdm technology , space - time coding , ultra  wideband communications , medium access control , spread spectrum , wireless  lan : ieee 802 . 11 , hiperlan , bluetooth , cellular wireless networks , cordless  systems and wireless local loop , mobile network layer , mobile transport  layer , support for mobility , conventional encryption and message  confidentiality , block ciphers design principles , block ciphers modes of  operation , public - key cryptography and message authentication ,  authentication application , stenography , electronic mail security , web  security , ip security , firewalls , computer forensics .  conference page : http : / / www . cisse 2005 . org / tene . aspx  * international conference on systems , computing sciences and software  engineering ( scss 05 )  topics : grid computing , internet - based computing models , resource discovery ,  programming models and tools , e - science and virtual instrumentation ,  biometric authentication , computers for people of special needs , human  computer interaction , information and knowledge engineering , algorithms ,  parallel and distributed processing , modeling and simulation , services and  applications , embedded systems and applications , databases , programming  languages , signal processing theory and methods , signal processing for  communication , signal processing architectures and implementation ,  information processing , geographical information systems ,  object based software engineering , parallel and distributed computing , real  time systems multiprocessing , file systems and i / o , kernel and os structures .  conference page : http : / / www . cisse 2005 . org / scss . aspx  * international conference on engineering education , instructional  technology , assessment , and e - learning ( eiae 05 )  topics : instructional design , accreditation , curriculum design , educational  tools , 2 - 2 - 2 platforms , teaching capstone design , teaching design at the  lower levels , design and development of e - learning tools , assessment methods  in engineering , development and implementation of e - learning tools ,  economical and social impacts of e - learning , platforms and systems for  k - 12 / industry and higher education cooperation .  conference page : http : / / www . cisse 2005 . org / eiae . aspx  paper submission  prospective authors are invited to submit full papers electronically in  microsoft word or pdf format through the website of each conference at  http : / / www . cisse 2005 . org . accepted papers must be presented in the virtual  conference by one of the authors .  to submit your paper , visit http : / / www . cisse 2005 . org / author / submit . aspx or  visit the individual conference pages .  important dates  paper submission : september 30 , 2005  notification of acceptance : october 28 , 2005  final manuscript and registration : november 18 , 2005  cisse 2005 66 glenbrook rd stamford , ct 06902 this e - mail message is an advertisement and / or solicitation .",1
"Subject: business intent  dear sir ,  i am stanley woodwork , the secetary of africa white farmers  co - operation ( awfc ) of zimbabwe . after the last general elections in my country where the incumbent president mr . robert mugabe won the presidential election , the  government has adopted a very aggressive land reforms programme . this programme is solely aimed at taking the land owned by white african farmers for redistribution to black africans . this programme has attracted worldwide  condemnation from world leaders including british prime minister , mr tony blair and also forced several white farmers to flee the country for fear of  victimization and physical abuse .  two weeks ago , our headquartes in harare was attacked and  looted by black protesters and in the process burnt down the whole building . fortunately , they did not get access to the huge funds kept in the strong room which  belong to the co - operation . this cash was kept at the secretariat rather than in the bank for fear of seizure by the government .  now i have the funds in my possession and would need to get it invested in a viable business venture in europe . the cash in question is us $ 46 million dollars .  once i can get your commitment and sincerity of investing  this funds on our behalf then i would proceed to get the funds freighted to europe , where you would be required to pick it up for investment for us .  you do not have anything to worry about as i would undertake all charges involved in freighting the funds to europe , and the business proposal is 100 % legal and risk free .  you would be adequately compensated for all your effort once we have gotten the funds to europe .  please get back to me if you can be of assistance and i would want our correspondence to be via email as most phone lines of white farmers are bugged by the government .  i expect 100 % confidentiality and your prompt response to  this mail so as to proceed . you may also reach me on stanleywoodwork @ email . com  kind regards ,  stanley woodwork .",1
"Subject: 6 . 50 % annuity w / 4 . 05 % lifetime bailout  10 % penalty - free withdrawals  rated a ( excellent ) by a . m . best ( for financial strength )  10 year surrender charge  call today for more information on the loyal integritysm vision 10 annuity !  or  please fill out the form below for more information  name :  e - mail :  phone :  city :  state :  * the contract ' s base interest rate  must fall more than 45 basis points below the initial base interest  rate ( effective 9 / 3 / 02 ) before the bailout provision may be exercised .  this feature is subject to change on future contracts .  * * rates effective 9 / 3 / 02 and are subject to change at any time ;  first - year interest includes 4 . 50 % base interest rate and 2 . 00 %  additional first - year interest .  * * * ages 0 - 80 ; ages 81 - 90 : 7 % commission .  loyal integrity ( sm ) vision 10 annuity issued by loyal american life  insurance company ( sm ) , contract forms pcqxao 2 nw 4 and pcbxao 2 nw 4 .  certain limitations and exclusions apply . product not available  in all states . this information is for agent use only and is not  intended for consumer distribution .  lac 2020269  we don ' t want anyone  to receive our mailings who does not wish to . this is professional communication  sent to insurance professionals . to be removed from this mailing list ,  do not reply to this message . instead , go here :  http : / / www . insuranceiq . com / optout  legal notice ",1
"Subject: online notification : your money is ready  dear applicant ,  after further review upon receiving your application your current mortgage qualifies for a 3 % lower rate .  your new monthly payment will be as low as $ 340 / month for a $ 200 , 000 loan .  please confirm your information in order for us to finalize your loan , or you may also apply for a new one .  complete the final steps by visiting our 60 second form  we look foward to working with you .  thank you ,  christine larson , account manager  belico and associates , llc .  - - - - - - - - - - - - - - - - - - - - - - -  not interested - http : / / www . morntix - star . net / r . php ",1
"Subject: - - > direct marketing will increase sales 23875  there is no stumbling on to it !  the greatest way of marketing this century  is undoubtedly direct e - mail .  it ' s similar to the postman delivering a  letter to your mailbox .  the ability to promote your product ,  service , website , or mlm / network marketing  opportunity to millions instantly is what  advertisers have been dreaming of for over 100 years .  we e - mail your promotion to a list of our  general / business addresses .  the greatest part is , it ' s completely affordable .  e - mail marketing is the answer !  how do we know ?  we know because that ' s exactly what we do .  it ' s a proven fact that you can attract  new business through our direct e - mail marketing .  the profits that e - mail advertising generate are amazing !  we are living proof .  we are a direct e - mail internet advertising company and  our clients pay us thousands of dollars a week to e - mail  their products and services .  standard pricing and procedures  extracting :  our list of general internet addresses are actually extracted  from the most popular web sites on the internet . the addresses  are verified and run through our purification process .  the process includes addresses run against our custom remove  filter of 2 , 492 keywords , as well as through our 192 mb remove /  flamer list . the edu , org , gov , mil , and us domains are removed ,  as well as other domains that asked not to receive e - mail .  evaluation : $ 350 . 00 ( optional )  one of our marketing specialists will evaluate your sales  letter , and offer his / her expertise on how to make it the  most successful .  standard pricing : ( emails delivered )  1 million - $ 700 . 00 per  2 - 3 million - $ 600 . 00 per  4 million - $ 500 . 00 per  5 million & up - $ 400 . 00 per  special limited time offer !  this introductory offer of $ 300 . 00 includes :  1 . set - up fee  2 . evaluation of sales letter  3 . 500 , 000 e - mails delivered  payment policy :  all services must be paid in full prior to delivery of  advertisement .  notice :  absolutely no threatening or questionable materials .  if you are serious about direct > > email > > marketing > > - - send  the following to { fax } 1 ( 602 ) 392 - 8288  please fill this form out completely !  contact name : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  business name : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  # years in business : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  business type : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  address : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  city : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ state : _ _ _ _ _ _  zip : _ _ _ _ _ _ _ _ _ _ _ _ _ _ country : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  email address : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  phone : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ fax : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  > > > > > - >  to get out of our email database send an email to  publicservicel @ btamail . net . cn",1
"Subject: live 20 years longer with hgh  hello , [ ! to ! ] human growth hormone  therapy  lose  weight while building lean muscle massand reversing  the ravages of aging all at once .  remarkable  discoveries about human growth hormones ( hgh )  are changing the way we think about aging and weight  loss .  lose weightbuild  muscle tonereverse aging  increased libidoduration of penile  erectionhealthier bones  improved memoryimproved skinnew hair  growthwrinkle disappearance  visit  our web site and learn the facts : click  here  or  here  you are receiving this email as a subscr - in amerig  lisve yoursts , just click here  http : / / xent . com / mailman / listinfo / fork",1
"Subject: professional logo for you now  working on your company ' s image ? start with a  visual identity a key to the first good impression . we are here to  help you ! we ' ll take part in buildinq a positive visual imaqe  of your company by creatinq an outstandinq iogo , presentabie stationery  items and professionai website . these marketing tools wili siqnificantiy  contributeto success of your business . take a iook at our work samples , hot deai packages and  see what we have to offer . we work for you !  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
"Subject: partnership for raising awareness  hello ,  my name is shane lamotte and i ' m in the new rock  band living illusion . how are you ? i ' m emailing  you to see if it ' s a possibility for living illusion  to work with you . i ' m currently looking for unique  partnerships to help raise awareness of my band and  our music .  if you want to check out my band  and listen to some tunes go to :  http : / / www . livingillusion . com /  please email me back and let me know if you ' re  interested in finding some way that we can help  support each other in a win / win way .  thanks ,  shane lamotte  www . livingillusion . com  ps also if your interested in exchanging links  between my website and yours just let me know and  we ' ll make it happen : )",1
"Subject: ""  content - type : text / plain ; charset = "" us - ascii "" ; format = flowed  content - transfer - encoding : 7 bit  subject : [ sa ] drive everywhere  sender : spamassassin - sightings - admin @ example . sourceforge . net  errors - to : spamassassin - sightings - admin @ example . sourceforge . net  x - beenthere : spamassassin - sightings @ example . sourceforge . net  x - mailman - version : 2 . 0 . 9 - sf . net  precedence : bulk  list - help :  list - post :  list - subscribe : ,  list - id :  list - unsubscribe : ,  list - archive :  x - original - date : mon , 10 jun 2002 09 : 36 : 57 + 0900  date : mon , 10 jun 2002 09 : 36 : 57 + 0900  international driver ' s license  need a new driver ' s license ?  too many points or other trouble ?  want a license that can never be suspended  or revoked ?  want an id for nightclubs or hotel check - in ?  avoid tickets , fines , and mandatory driver ' s  education .  protect your privacy , and hide your identity .  the united nations gave you the privilege to  drive freely throughout the world ! ( convention  on international road traffic of september 19 ,  1949 & world court decision , the hague ,  netherlands , january 21 , 1958 )  take advantage of your rights . order a valid  international driver ' s license that can never  be suspended or revoked .  confidentiality assured .  call now ! ! !  1 - 770 - 908 - 3949  we await your call seven days a week , 24 hours a day ,  including sundays and holidays .  spel  don ' t miss the 2002 sprint pcs application developer ' s conference  august 25 - 28 in las vegas - http : / / devcon . sprintpcs . com / adp / index . cfm ? source = osdntextlink  spamassassin - sightings mailing list ",1
"Subject: greetings from u . a . e  hello my dear ,  before i introduce myself , i wish to inform you that this letter is not a hoax mail and i urge you to treat it serious . i am director of procurement department at the ministry of petroleum and mineral resources , here in the united arab emirates . i obtained your email while searching for a reliable person , who could assist me in receiving transfer of a supposed contract awarded funds . this fund came as a result of over estimated contract awarded sums executed by foreign contractors in the petroleum ministry . this fund has been approved for payment to the contractor by the concerned ministry . the contracts had been executed and commissioned . what i am about to receive now , is the over estimated funds which the contractor whom i helped during the process of obtaining the contracts added to his estimation for my own interest . this is a normal deal that goes in my ministry by top officials .  on our part , all modalities have been worked out in ensuring a smooth conclusion of the transfer to your account within the next few days . all i want from you is to receive this funds on my behalf , because as government official i cannot collect the funds directly from the contractor , neither i am allowed by law to operate / run foreign bank accounts . if you are trustworthy and can assist me in receiving the fund , do not hesitate to respond back to me immediately .  please note that there is no risk involved in receiving the funds in your account for and it will be done through wire transfer . i wish you to state in percentage what you shall have for the use of your account . as soon as you indicate your interest , further details and the amount involved shall be given to you once i hear from you . please , treat with utmost confidentiality .  looking forward to hearing from you soonest .  best regards ,  engr . kaballa abdalla .  ministry of petroleum and ministry resources .  united arab emirates .",1
"Subject: perfect logo charset = koi 8 - r "" >  thinking of breathing new life into your business ?  start from revamping its front - end - logo and visuai identity .  loqodentity offers creative custom design of loqos ,  stationery and web - sites . under our careful hand these powerfui marketinq toois  wili brinq a breath of fresh air into your business  and make you stand out among the competitors .  you are just a click  away from your future success . click here to see the sampies of our artwork ,  check our prices and hot offers",1
"Subject: i was on your xango web site  hello xango distributor ,  my name is jonathan roberts and i represent peak impact lead generation  systems . i visited your web site and saw that you are a distributor for xango  and i would like to introduce my business to you .  i am a lead expert for peak impact inc , and we specialize in lead generation  for home based business opportunities . we generate real time national , local  area code , and gender based leads . we also specialize in custom marketing  campaigns as well . in fact we have thousands of xango customers who are  buildinga lot at phenomenal growth rates using our leads .  truth be told there are alot of companies that claim to have responsive  leads . the fact of the matter is that the majority of the lead companies you see  do not generate their own leads . they are resellers that resell the same call  list up to six times or more . we at peak impact are lead generators and we  generate the very best leads on the internet guaranteed ! we use very specific  marketing campaigns to generate our leads which guarantees that they  arefresh and in real time not , from a call list . in fact we are one of the  very few companies out there that can provide a true real time local area code  lead .  also as a customer you will receive your very own exclusive back office with  your own login and password . no other lead company has this system . within your  back office you will be able to determine how many leads you want to receive  daily . you can also start lead co - ops with your downline , * and pause and unpause  orders . * ( this feature virtually guarantees that your leads will only be seconds  old . ) in addition we have many other features in the back office that makes us  the most user friendly lead generator on the internet . so if your ready to order  go towww . rocketleads . com . there  you will find pricing information and testimonials .  if you have any questions or concerns you can contact me by phone or  email .  your certified lead expert , jonathan robertswww . rocketleads . coml - 888 - 41 - leads ( 888 - 415 - 3237 ) ext . 703  ( 9 - 5 : 30 pm est . ) 1 - 800 - 663 - 0311 ( 24 hours ) jon @ peakimpact . com",1
"Subject: get the best rate on a home loan !  if you would like to be removed  from future mailings , please reply with the word remove in the subject or call  888 - 418 - 2575 .  let lenders  compete for  your business !  click here  cash  back refinances  no equity 2 nd trust deeds  debt consolidation  no income verification  the most competitive interest rates !  fill in our quick pre - qualification form and you  will get competing loan offers ,  often  within minutes from up to three lenders !  click here  there is never any fee to consumers for using this service .  copyright ?ffffa 9 1999 , 2000 eworld marketing ,  inc .  888 - 418 - 2575  this is not a solicitation or offer to lend money .  eworld marketing is not a lender , broker or  other financial intermediary . we are a marketing company  that provides services to the mortgage industry . ",1
"Subject: what is emc stock to cash ?  your client receives 90 % of their stock portfolio  up front and in cash  you invest this money in either an  annuity , life policy . . . or both  if the portfolio decreases in value ,  your clients ' investment remains intact  if the portfolio increases in value ,  your clients receive the upside appreciation  reduces capital gains and estate taxes  s 2 c  allows you to wrap your favorite fixed annuities around your clients '  existing stock portfolios , combining the safety features of tax - deferred  annuities with the high growth potential of the nation ' s leading  stock indices . annuities can also be used to fund fixed life insurance  policies .  call tim armstrong or e - mail us today !  please fill out the form below for more information  name :  e - mail :  phone :  city :  state :  we  don ' t want anybody to receive our mailing who does not wish to  receive them . this is a professional communication sent to insurance  professionals . to be removed from this mailing list , do not reply  to this message . instead , go here : http : / / www . insurancemail . net  legal notice ",1
"Subject: are you listed in major search engines ?  submitting your website in search engines may increase  your online sales dramatically .  lf you invested time and money into your website , you  simply must submit your website  oniine otherwise it wiil be invisible virtualiy , which means efforts spent in vain .  if you want  people to know about your website and boost your revenues , the only way to do  that is to  make your site visibie in places  where peopie search for information , i . e .  submit your  website in multiple search enqines .  submit your website online  and watch visitors stream to your e - business .  best reqards ,  edweber _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
"Subject: deal with your medication now  hello , i ' m carl mayo .  here ' s a question for you :  do you satisfied with your sexual performance ?  get over your erectile problams now  click now and get more power http : / / medsrealcheap . com / ? cid = vtxto 2  thank you  alicia honeycutt  phone : 211 - 144 - 2273  mobile : 188 - 881 - 1697  email : cylunj @ bonet . net  e , n ^ o - u _ g . h http : / / medsrealcheap . com / emover . php",1
"Subject: ! gorgeous , custom websites - $ 399 complete ! ( 4156 cumg 9 - 855 yqkc 5 @ 17 )  beautiful custom  websites , $ 399 complete !  get a beautiful , 100 % custom web site ( or  yours redesigned ) for only $ 399 ! * we  have references coast to coastand will give you  plenty of sites to  view !  includes up to 7 pages ( you can add  more ) , java rollover buttons , feedback forms , more . it  will be constructed to your taste and  specifications , we do not use templates .  our sites are completely  custom . * must host with us @  $ 19 . 95 / mo ( 100 megs , 20 email accounts , control panel ,  front page , graphical statistics ,  more ) .  for sites to view , complete below or call our  message center at 321 - 726 - 2209 ( 24 hours ) . your call  will be returned promptly . note : if  you are using a web based email program ( such as yahoo ,  hotmail , etc . ) the form below will not  work . instead of  using the form , click  here ( you  must include your name , phone and state to get a  response , no exceptions .  name : phone  w / ac * : state : type project : new  site : redesign current  site ? : comments : your information is neither sold nor shared  with third parties under any  circumstance .  to be eliminated from  future mailings , click  here  [ 6560 icum 3 - 199 gyqk 9350 cvph 2 - 701 z @ 29 ]",1
"Subject: secretly record all internet activity on any computer . . . taf  find out who they are chatting / e - mailing with all those hours !  is your spouse cheating online ?  are your kids talking to dangerous people on instant messenger ?  find out now ! - with big brother instant software download .  click on this link now to see actual screenshots and to order !  to be excluded from future contacts please visit :  http : / / 213 . 139 . 76 . 69 / php / remove . php  bacalau",1
"Subject: all graphics software available , cheap oem versions .  good morning ,  we we offer latest oem packages of all graphics and publishing software from corel , macromedia , adobe and others .  $ 80 adobe photoshop 8 . 0 / cs  $ 140 macromedia studio mx 2004  $ 120 adobe acrobat 7 . 0 professionai  $ 150 adobe premiere pro 1 . 5  $ 90 corel designer 10  $ 90 quickbooks 2004 professional edition  $ 75 adobe pagemaker 7 . 0  $ 70 xara x vl . 1  $ 75 adobe audition 1 . 5  $ 90 discreet 3 d studio max 7  $ 115 adobe golive cs  $ 135 adobe after effects 6 . 5 standard  $ 45 adobe premiere eiements  $ 125 corei painter lx  $ 80 adobe iliustrator cs  $ 80 adobe indesiqn cs  $ 240 adobe creative suite  $ 140 adobe framemaker 7 . 1  $ 50 ulead cool 3 d production studio 1 . 0 . 1  $ 90 aiias motion builder 6 professionai  $ 30 quicken 2004 premier home & biz  $ 30 adobe photoshop eiements 3 . 0  $ 110 adobe premiere pro 7 . 0  learn more . . .  sincerely ,  breanne ",1
